Date,Contract,Units,$Volume,LowPrice,HighPrice,AvgPrice,LastPrice
03/01/15,UDEM16_VS,0,0.000,0.000,0.000,,0.526
03/01/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
03/02/15,UDEM16_VS,4,2.004,0.501,0.501,0.501,0.501
03/02/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
03/03/15,UDEM16_VS,0,0.000,0.000,0.000,,0.501
03/03/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
03/04/15,UDEM16_VS,0,0.000,0.000,0.000,,0.501
03/04/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
03/05/15,UDEM16_VS,0,0.000,0.000,0.000,,0.501
03/05/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
03/06/15,UDEM16_VS,0,0.000,0.000,0.000,,0.501
03/06/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
03/07/15,UDEM16_VS,0,0.000,0.000,0.000,,0.501
03/07/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
03/08/15,UDEM16_VS,0,0.000,0.000,0.000,,0.501
03/08/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
03/09/15,UDEM16_VS,0,0.000,0.000,0.000,,0.501
03/09/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
03/10/15,UDEM16_VS,0,0.000,0.000,0.000,,0.501
03/10/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
03/11/15,UDEM16_VS,0,0.000,0.000,0.000,,0.501
03/11/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
03/12/15,UDEM16_VS,7,3.738,0.534,0.534,0.534,0.534
03/12/15,UREP16_VS,7,3.588,0.501,0.528,0.513,0.528
03/13/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
03/13/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
03/14/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
03/14/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
03/15/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
03/15/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
03/16/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
03/16/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
03/17/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
03/17/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
03/18/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
03/18/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
03/19/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
03/19/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
03/20/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
03/20/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
03/21/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
03/21/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
03/22/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
03/22/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
03/23/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
03/23/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
03/24/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
03/24/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
03/25/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
03/25/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
03/26/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
03/26/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
03/27/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
03/27/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
03/28/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
03/28/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
03/29/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
03/29/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
03/30/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
03/30/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
03/31/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
03/31/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/01/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/01/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/02/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/02/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/03/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/03/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/04/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/04/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/05/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/05/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/06/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/06/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/07/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/07/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/08/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/08/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/09/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/09/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/10/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/10/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/11/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/11/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/12/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/12/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/13/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/13/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/14/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/14/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/15/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/15/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/16/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/16/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/17/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/17/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/18/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/18/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/19/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/19/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/20/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/20/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/21/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/21/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/22/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/22/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/23/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/23/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/24/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/24/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/25/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/25/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/26/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/26/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/27/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/27/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/28/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/28/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/29/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/29/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
04/30/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
04/30/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/01/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/01/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/02/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/02/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/03/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/03/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/04/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/04/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/05/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/05/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/06/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/06/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/07/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/07/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/08/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/08/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/09/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
